,Unnamed: 0,directors,actors,writers,producers,year,genres,certificates,duration,Budget,Gross US,Gross Worldwide,titles,Profits,profit-per-length,profit-per-budget,len-genres,macrogenres,MAD
614,3946,['Peter Lepeniotis'],"['Will Arnett', 'Brendan Fraser', 'Liam Neeson', 'Katherine Heigl', 'Stephen Lang', 'Maya Rudolph', 'Jeff Dunham', 'Gabriel Iglesias', 'Sarah Gadon', 'James Rankin']","['Peter Lepeniotis', 'Lorne Cameron', 'Daniel Woo', 'Robert Reece']","['Woo-Kyung Jung', 'Graham Moloy']",2014,Animation  Adventure," PG
",85.0,42000000.0,64251541.0,120885527.0,The Nut Job,78885527.0,928065.0235294119,1.8782268333333332,2,Animation,0.4450450236527539
615,3947,['Paul W.S. Anderson'],"['Dylan Schombing', 'Jean-Francois Lachapelle', 'Rebecca Roberts', 'Kiefer Sutherland', 'Sasha Roiz', 'Jean Frenette', 'Joe Pingue', 'Currie Graham', 'Kit Harington', 'Maxime Savaria']","['Janet Scott Batchler', 'Lee Batchler', 'Michael Robert Johnson']","['Paul W.S. Anderson', 'Jeremy Bolt', 'Don Carmody', 'Robert Kulzer']",2014,Action  Adventure," PG-13
",105.0,100000000.0,23219748.0,117831631.0,Pompeii,17831631.0,169825.05714285714,0.17831631,2,Action,-0.3095955302157375
616,3948,['Sergei Bodrov'],"['Jeff Bridges', 'Ben Barnes', 'Julianne Moore', 'Alicia Vikander', 'Antje Traue', 'Olivia Williams', 'John DeSantis', 'Kit Harington', 'Djimon Hounsou', 'Gerard Plunkett']","['Charles Leavitt', 'Steven Knight', 'Matt Greenberg', 'Joseph Delaney']","['Basil Iwanyk', 'Thomas Tull', 'Lionel Wigram']",2014,Action  Adventure," PG-13
",102.0,95000000.0,17223265.0,114178613.0,Seventh Son,19178613.0,188025.61764705885,0.20188013684210526,2,Action,-0.2991348506121319
617,3950,"['Graham Annable', 'Anthony Stacchi']","['Steve Blum', 'Dee Bradley Baker', 'Max Mitchell', 'Ben Kingsley', 'Jared Harris', 'Nick Frost', 'Richard Ayoade', 'Tracy Morgan', 'Nika Futterman', 'Pat Fraley']","['Irena Brignull', 'Adam Pava', 'Alan Snow', 'Anthony Stacchi']","['David Bleiman Ichioka', 'Travis Knight']",2014,Animation  Adventure," PG
",96.0,60000000.0,50837305.0,108255770.0,The Boxtrolls,48255770.0,502664.27083333326,0.8042628333333334,2,Animation,-0.03171935698394327
618,3954,['Alejandro G. Iñárritu'],"['Michael Keaton', 'Emma Stone', 'Kenny Chin', 'Jamahl Garrison-Lowe', 'Zach Galifianakis', 'Naomi Watts', 'Jeremy Shamos', 'Andrea Riseborough', ""Katherine O'Sullivan"", 'Damian Young']","['Alejandro G. Iñárritu', 'Nicolás Giacobone', 'Alexander Dinelaris', 'Armando Bo', 'Raymond Carver']","['Alejandro G. Iñárritu', 'John Lesher', 'Arnon Milchan', 'James W. Skotchdopole']",2014,Comedy  Drama," R
",119.0,18000000.0,42340598.0,103215094.0,Birdman or (The Unexpected Virtue of Ignorance),85215094.0,716093.2268907563,4.734171888888889,2,Comedy,1.7128834945366775
620,3956,['Randall Wallace'],"['Greg Kinnear', 'Kelly Reilly', 'Thomas Haden Church', 'Connor Corum', 'Lane Styles', 'Margo Martindale', 'Jacob Vargas', 'Thanya Romero', 'Danso Gordon', 'Rob Moran']","['Randall Wallace', 'Chris Parker', 'Todd Burpo', 'Lynn Vincent']","['T.D. Jakes', 'Joe Roth']",2014,Biography  Drama," PG
",99.0,12000000.0,91443253.0,101888019.0,Heaven Is for Real,89888019.0,907959.7878787878,7.49066825,2,Biography,2.9365737488957144
621,3960,['Jorge R. Gutiérrez'],"['Diego Luna', 'Zoe Saldana', 'Channing Tatum', 'Ron Perlman', 'Christina Applegate', 'Ice Cube', 'Kate del Castillo', 'Hector Elizondo', 'Danny Trejo', 'Carlos Alazraqui']","['Jorge R. Gutiérrez', 'Doug Langdale']","['Aaron Berger', 'Brad Booker', 'Guillermo del Toro', 'Carina Schulze']",2014,Animation  Adventure," PG
",95.0,50000000.0,50151543.0,99783556.0,The Book of Life,49783556.0,524037.4315789474,0.99567112,2,Animation,0.053252442109289574
622,3964,['Lasse Hallström'],"['Helen Mirren', 'Om Puri', 'Manish Dayal', 'Charlotte Le Bon', 'Amit Shah', 'Farzana Dua Elahe', 'Dillon Mitra', 'Aria Pandya', 'Michel Blanc', 'Clément Sibony']","['Steven Knight', 'Richard C. Morais']","['Juliet Blake', 'Steven Spielberg', 'Oprah Winfrey']",2014,Comedy  Drama," PG
",122.0,22000000.0,54240821.0,89514453.0,The Hundred-Foot Journey,67514453.0,553397.155737705,3.0688387727272732,2,Comedy,0.9735928742918897
623,3968,['Chad Stahelski'],"['Keanu Reeves', 'Michael Nyqvist', 'Alfie Allen', 'Willem Dafoe', 'Dean Winters', 'Adrianne Palicki', 'Omer Barnea', 'Toby Leonard Moore', 'Daniel Bernhardt', 'Bridget Moynahan']",['Derek Kolstad'],"['Basil Iwanyk', 'David Leitch', 'Eva Longoria', 'Mike Witherill']",2014,Action  Crime," R
",101.0,20000000.0,43037835.0,86013056.0,John Wick,66013056.0,653594.6138613861,3.3006528,2,Action,1.07650197658543
624,3969,['David Dobkin'],"['Robert Downey Jr.', 'Robert Duvall', 'Vera Farmiga', 'Billy Bob Thornton', ""Vincent D'Onofrio"", 'Jeremy Strong', 'Dax Shepard', 'Leighton Meester', 'Ken Howard', 'Emma Tremblay']","['Nick Schenk', 'Bill Dubuque', 'David Dobkin']","['David Dobkin', 'Susan Downey', 'David Gambino']",2014,Crime  Drama," R
",141.0,50000000.0,47119388.0,84419388.0,The Judge,34419388.0,244109.13475177306,0.68838776,2,Crime,-0.08315972888560716
625,3974,['Camille Delamarre'],"['Paul Walker', 'David Belle', 'RZA', 'Goûchy Boy', 'Catalina Denis', 'Ayisha Issa', 'Carlo Rota', 'Andreas Apergis', 'Richard Zeman', 'Robert Maillet']","['Luc Besson', 'Bibi Naceri']","['Luc Besson', 'Claude Léger', 'Jonathan Vanger']",2014,Action  Crime," PG-13
",90.0,28000000.0,20396829.0,71416730.0,Brick Mansions,43416730.0,482408.11111111107,1.5505975,2,Action,0.2996006733904727
626,3975,['Christopher Spencer'],"['Diogo Morgado', 'Greg Hicks', 'Adrian Schiller', 'Darwin Shaw', 'Sebastian Knapp', 'Joe Wredden', 'Simon Kunz', 'Paul Marc Davis', 'Matthew Gravelle', 'Amber Rose Revah']","['Richard Bedser', 'Christopher Spencer', 'Colin Swash', 'Nic Young']","['Richard Bedser', 'Mark Burnett', 'Roma Downey', 'Michael Waterhouse']",2014,Biography  Drama," PG-13
",138.0,22000000.0,59700064.0,70829270.0,Son of God,48829270.0,353835.28985507245,2.2195122727272727,2,Biography,0.5965517232562552
627,3977,['Clint Eastwood'],"['Vincent Piazza', 'John Lloyd Young', 'Steve Schirripa', 'Christopher Walken', 'Kathrine Narducci', 'Lou Volpe', 'Johnny Cannizzaro', 'Michael Patrick McGill', 'Jacqueline Mazarella', 'Michael Lomenda']","['Marshall Brickman', 'Rick Elice']","['Clint Eastwood', 'Graham King', 'Robert Lorenz']",2014,Biography  Drama," R
",134.0,40000000.0,47047013.0,67647013.0,Jersey Boys,27647013.0,206320.99253731343,0.691175325,2,Biography,-0.08192224634363227
628,3979,['Ava DuVernay'],"['David Oyelowo', 'Carmen Ejogo', 'Jim France', 'Trinity Simone', 'Mikeria Howard', 'Jordan Rice', 'Ebony Billups', 'Nadej K. Bailey', 'Elijah Oliver', 'Oprah Winfrey']",['Paul Webb'],"['Christian Colson', 'Dede Gardner', 'Jeremy Kleiner', 'Oprah Winfrey']",2014,Biography  Drama," PG-13
",128.0,20000000.0,52076908.0,66787908.0,Selma,46787908.0,365530.53125,2.3393954,2,Biography,0.649771388834405
629,3983,['John Carney'],"['James Corden', 'Keira Knightley', 'Mark Ruffalo', 'Hailee Steinfeld', 'Yasiin Bey', 'Karen Pittman', 'Paul Romero', 'Catherine Keener', 'Andrew Sellon', 'Ed Renninger']",['John Carney'],"['Judd Apatow', 'Tobin Armbrust', 'Anthony Bregman']",2014,Comedy  Drama," R
",104.0,8000000.0,16170632.0,63464861.0,Begin Again,55464861.0,533315.9711538461,6.933107625,2,Comedy,2.6890560983547886
630,3985,['Scott Frank'],"['Liam Neeson', 'Maurice Compte', 'Patrick McDade', 'Luciano Acuna Jr.', 'Hans Marrero', 'Laura Birn', 'David Harbour', 'Adam David Thompson', 'Boyd Holbrook', 'Kim Rosen']","['Lawrence Block', 'Scott Frank']","['Tobin Armbrust', 'Danny DeVito', 'Brian Oliver', 'Michael Shamberg', 'Stacey Sher']",2014,Action  Crime," R
",114.0,28000000.0,26307600.0,58834384.0,A Walk Among the Tombstones,30834384.0,270477.05263157893,1.101228,2,Action,0.10011226284363654
631,3987,['Theodore Melfi'],"['Bill Murray', 'Melissa McCarthy', 'Naomi Watts', ""Chris O'Dowd"", 'Terrence Howard', 'Jaeden Martell', 'Kimberly Quinn', 'Lenny Venito', 'Nate Corddry', 'Dario Barosso']",['Theodore Melfi'],"['Peter Chernin', 'Theodore Melfi', 'Fred Roos', 'Jenno Topping']",2014,Comedy  Drama," PG-13
",102.0,13000000.0,44137712.0,54837234.0,St. Vincent,41837234.0,410168.9607843137,3.2182487692307693,2,Comedy,1.0399203903389085
632,3988,['Sam Miller'],"['Idris Elba', 'Taraji P. Henson', 'Leslie Bibb', 'Kate del Castillo', 'Henry Simmons', 'Mirage Moonschein', 'Kenny Alfonso', 'Dan Caudill', 'Tatom Pender', ""Kelly O'Neal""]",['Aimee Lagos'],"['Lee Clay', 'Will Packer']",2014,Action  Crime," PG-13
",84.0,13200000.0,52543632.0,54323210.0,No Good Deed,41123210.0,489562.02380952385,3.115394696969697,2,Action,0.9942604258917647
634,3990,['Jean-Marc Vallée'],"['Reese Witherspoon', 'Laura Dern', 'Thomas Sadoski', 'Keene McRae', 'Michiel Huisman', 'W. Earl Brown', 'Gaby Hoffmann', 'Kevin Rankin', 'Brian Van Holt', 'Cliff De Young']","['Nick Hornby', 'Cheryl Strayed']","['Bruna Papandrea', 'Bill Pohlad', 'Reese Witherspoon']",2014,Biography  Drama," R
",115.0,15000000.0,37880356.0,52501541.0,Wild,37501541.0,326100.3565217392,2.500102733333333,2,Biography,0.721114126803687
635,3998,['Dan Gilroy'],"['Jake Gyllenhaal', 'Michael Papajohn', 'Marco Rodríguez', 'Bill Paxton', 'James Huang', 'Kent Shocknek', 'Pat Harvey', 'Sharon Tay', 'Rick Garcia', 'Leah Fredkin']",['Dan Gilroy'],"['Jennifer Fox', 'Tony Gilroy', 'Jake Gyllenhaal', 'David Lancaster', 'Michel Litvak']",2014,Crime  Drama," R
",117.0,8500000.0,32381217.0,47398992.0,Nightcrawler,38898992.0,332470.0170940171,4.576352,2,Crime,1.6428225785485593
636,4005,['Shawn Levy'],"['Jason Bateman', 'Tina Fey', 'Jane Fonda', 'Adam Driver', 'Rose Byrne', 'Corey Stoll', 'Kathryn Hahn', 'Connie Britton', 'Timothy Olyphant', 'Dax Shepard']",['Jonathan Tropper'],"['Jeff Levine', 'Shawn Levy', 'Paula Weinstein']",2014,Comedy  Drama," R
",103.0,19800000.0,34296320.0,41296320.0,This Is Where I Leave You,21496320.0,208702.1359223301,1.0856727272727271,2,Comedy,0.0932068172537907
637,4006,['Roger Donaldson'],"['Pierce Brosnan', 'Luke Bracey', 'Olga Kurylenko', 'Bill Smitrovich', 'Amila Terzimehic', 'Lazar Ristovski', 'Mediha Musliovic', 'Eliza Taylor', 'Caterina Scorsone', 'Akie Kotabe']","['Michael Finch', 'Karl Gajdusek', 'Bill Granger']","['Sriram Das', 'Beau St. Clair']",2014,Action  Crime," R
",108.0,15000000.0,25018119.0,39661919.0,The November Man,24661919.0,228351.10185185182,1.6441279333333334,2,Action,0.3411215987835478
638,4007,"['Frank Miller', 'Robert Rodriguez']","['Mickey Rourke', 'Jessica Alba', 'Josh Brolin', 'Joseph Gordon-Levitt', 'Rosario Dawson', 'Bruce Willis', 'Eva Green', 'Powers Boothe', 'Dennis Haysbert', 'Ray Liotta']",['Frank Miller'],"['Sergei Bespalov', 'Aaron Kaufman', ""Stephen L'Heureux"", 'Mark C. Manuel']",2014,Action  Crime," R
",102.0,65000000.0,13757804.0,39407616.0,Sin City: A Dame to Kill For,-25592384.0,-250905.72549019608,-0.39372898461538464,2,Action,-0.563543353963499
639,4008,['Rupert Wyatt'],"['Mark Wahlberg', 'George Kennedy', 'Griffin Cleveland', 'Jessica Lange', 'Omar Leyva', 'Steve Park', 'Brie Larson', 'Chil Kong', 'Michael Kenneth Williams', ""Da'Vone McDonald""]","['William Monahan', 'James Toback']","['Robert Chartoff', 'Stephen Levinson', 'Mark Wahlberg', 'David Winkler', 'Irwin Winkler']",2014,Crime  Drama," R
",111.0,25000000.0,33680992.0,39280992.0,The Gambler,14280992.0,128657.5855855856,0.57123968,2,Crime,-0.13516522609405945
640,4009,"['Olivier Nakache', 'Éric Toledano']","['Omar Sy', 'Charlotte Gainsbourg', 'Tahar Rahim', 'Izïa Higelin', 'Issaka Sawadogo', 'Hélène Vincent', 'Youngar Fall', 'Christiane Millet', 'Jacqueline Jehanneuf', 'Liya Kebede']","['Éric Toledano', 'Olivier Nakache', 'Delphine Coulin', 'Muriel Coulin']","['Nicolas Duval Adassovsky', 'Laurent Zeitoun', 'Yann Zenou']",2014,Comedy  Drama," R
",118.0,20000000.0,151530.0,39178695.0,Samba,19178695.0,162531.31355932206,0.95893475,2,Comedy,0.03694408103769818
641,4012,['Craig Gillespie'],"['Jon Hamm', 'Pitobash', 'Suraj Sharma', 'Madhur Mittal', 'Aasif Mandvi', 'Darshan Jariwala', 'Lake Bell', 'Alan Arkin', 'Bill Paxton', 'Gregory Alan Williams']",['Tom McCarthy'],"['Mark Ciardi', 'Gordon Gray', 'Joe Roth']",2014,Biography  Drama," PG
",124.0,25000000.0,36457627.0,38483455.0,Million Dollar Arm,13483455.0,108737.54032258065,0.5393382,2,Biography,-0.14932723650930055
642,4016,['Anton Corbijn'],"['Grigoriy Dobrygin', 'Philip Seymour Hoffman', 'Homayoun Ershadi', 'Mehdi Dehbi', 'Neil Malik Abdullah', 'Nina Hoss', 'Daniel Brühl', 'Vicky Krieps', 'Kostja Ullmann', 'Franz Hartwig']","['Andrew Bovell', 'John le Carré', 'Stephen Cornwell']","['Andrea Calderwood', 'Simon Cornwell', 'Stephen Cornwell', 'Gail Egan', 'Malte Grunert']",2014,Crime  Drama," R
",122.0,15000000.0,17237855.0,36233517.0,A Most Wanted Man,21233517.0,174045.22131147538,1.4155678,2,Crime,0.23965699623922826
643,4020,['Tate Taylor'],"['Chadwick Boseman', 'Nelsan Ellis', 'Dan Aykroyd', 'Viola Davis', 'Lennie James', 'Fred Melamed', 'Craig Robinson', 'Jill Scott', 'Octavia Spencer', 'Josh Hopkins']","['Jez Butterworth', 'John-Henry Butterworth', 'Steven Baigelman']","['Brian Grazer', 'Erica Huggins', 'Mick Jagger', 'Victoria Pearman', 'Tate Taylor']",2014,Biography  Drama," PG-13
",139.0,30000000.0,30703100.0,33448971.0,Get on Up,3448971.0,24812.741007194243,0.11496569999999999,2,Biography,-0.3377187395035786
644,4023,['Damián Szifron'],"['Darío Grandinetti', 'María Marull', 'Mónica Villa', 'Diego Starosta', 'Marcelo Frasca', 'Lucila Mangone', 'María Laura Caccamo', 'Carlos Alberto Vavassori', 'Pablo Machado', 'Horacio Vay']","['Germán Servidio', 'Damián Szifron']","['Agustín Almodóvar', 'Pedro Almodóvar', 'Esther García', 'Matías Mosteirín', 'Hugo Sigman']",2014,Comedy  Drama," R
",122.0,3300000.0,3106530.0,30642704.0,Wild Tales,27342704.0,224120.52459016396,8.285667878787878,2,Comedy,3.28949759515635
646,4034,['Rob Reiner'],"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins', 'Annie Parisse', 'Austin Lysy', 'Michael Terra', 'Sawyer Simpkins', 'Maxwell Simkins', 'Maurice Jones', 'Yaya DaCosta']",['Mark Andrus'],"['Mark Damon', 'Alan Greisman', 'Rob Reiner']",2014,Comedy  Drama," PG-13
",94.0,18000000.0,15160801.0,25419147.0,And So It Goes,7419147.0,78927.09574468085,0.4121748333333333,2,Comedy,-0.20577881565768036
647,4035,['Teddy Chan'],"['Donnie Yen', 'Baoqiang Wang', 'Charlie Yeung', 'Bing Bai', 'Alex Fong', 'Siu-Wong Fan', 'Xing Yu', 'David Chiang', 'Kang Yu', 'Steve Chan']","['Teddy Chan', 'Ho Leung Lau', 'Tin Shu Mak']","['Alex Dong', 'Catherine Hun', 'Albert Lee', 'Ning Song']",2014,Action  Crime," Not Rated
",100.0,25000000.0,129784.0,24070765.0,Kung Fu Jungle,-929235.0,-9292.35,-0.0371694,2,Action,-0.4052560095839556
649,4039,"['Will Finn', 'Daniel St. Pierre']","['Dan Aykroyd', 'Jim Belushi', 'Kelsey Grammer', 'Lea Michele', 'Tacey Adams', 'Michael Krawic', 'Martin Short', 'Bernadette Peters', 'Randi Soyland', 'Oliver Platt']","['Roger S. Baum', 'Randi Barnes', 'Adam Balsam', 'Daniel St. Pierre']","['Roland Carroll', 'Ryan Carroll', 'Bonne Radford']",2014,Animation  Adventure," PG
",88.0,70000000.0,8462347.0,21755418.0,Legends of Oz: Dorothy's Return,-48244582.0,-548233.8863636364,-0.6892083142857143,2,Animation,-0.6947153668067798
650,4045,['Bennett Miller'],"['Steve Carell', 'Channing Tatum', 'Mark Ruffalo', 'Sienna Miller', 'Vanessa Redgrave', 'Anthony Michael Hall', 'Guy Boyd', 'Brett Rice', 'Jackson Frazer', 'Samara Lee']","['E. Max Frye', 'Dan Futterman']","['Anthony Bregman', 'Megan Ellison', 'Jon Kilik', 'Bennett Miller']",2014,Biography  Drama," R
",134.0,24000000.0,12096300.0,19206513.0,Foxcatcher,-4793487.0,-35772.29104477612,-0.199728625,2,Biography,-0.47742085703126896
651,4046,['Michaël R. Roskam'],"['Tom Hardy', 'Noomi Rapace', 'James Gandolfini', 'Matthias Schoenaerts', 'John Ortiz', 'Elizabeth Rodriguez', 'Michael Aronov', 'Morgan Spector', 'Michael Esper', 'Ross Bickell']",['Dennis Lehane'],"['Peter Chernin', 'Dylan Clark', 'Mike Larocca']",2014,Crime  Drama," R
",106.0,12600000.0,10724389.0,18658381.0,The Drop,6058381.0,57154.537735849066,0.4808238888888889,2,Crime,-0.1753034696933476
652,4052,['Grégory Levasseur'],"['Ashley Hinshaw', ""Denis O'Hare"", 'James Buckley', 'Christa Nicola', 'Amir K', 'Faycal Attougui', 'Philip Shelley', 'Ait Hamou Amine', 'Omar Benbrahim', 'Joseph Beddelem']","['Daniel Meersand', 'Nick Simon']","['Alexandre Aja', 'Mark Canton', 'Chady Eli Mattar', 'Scott C. Silver']",2014,Action  Adventure," R
",89.0,6500000.0,2756333.0,16861137.0,The Pyramid,10361137.0,116417.26966292135,1.5940210769230767,2,Action,0.31887768338034256
653,4054,['Amma Asante'],"['Matthew Goode', 'Lauren Julien-Box', 'Natasha Williams', 'Alan McKenna', 'Penelope Wilton', 'Cara Jenkins', 'Emily Watson', 'Tom Wilkinson', 'Sarah Gadon', 'Gugu Mbatha-Raw']",['Misan Sagay'],"['Damian Jones', 'Albert Sharpe']",2014,Biography  Drama," PG
",100.0,10900000.0,10726630.0,16607575.0,Belle,5707575.0,57075.75,0.5236307339449541,2,Biography,-0.1563002452182572
654,4055,['Tyler Perry'],"['Nia Long', 'Wendi McLendon-Covey', 'Amy Smart', 'Zulay Henao', 'Cocoa Brown', 'Ryan Eggold', 'Tyler Perry', 'William Levy', 'Terry Crews', 'Katherine Shepler']",['Tyler Perry'],"['Ozzie Areu', 'Matt Moore', 'Tyler Perry']",2014,Comedy  Drama," PG-13
",111.0,8000000.0,15973881.0,16365451.0,The Single Moms Club,8365451.0,75364.42342342343,1.045681375,2,Comedy,0.0754534732896255
655,4063,['Cédric Jimenez'],"['Jean Dujardin', 'Gilles Lellouche', 'Céline Sallette', 'Mélanie Doutey', 'Benoît Magimel', 'Guillaume Gouix', 'Bruno Todeschini', 'Féodor Atkine', 'Moussa Maaskri', 'Pierre Lopez']","['Audrey Diwan', 'Cédric Jimenez']",['Alain Goldman'],2014,Action  Crime," R
",135.0,26000000.0,190980.0,12062441.0,The Connection,-13937559.0,-103241.17777777778,-0.5360599615384616,2,Action,-0.626728283866314
656,4064,['J.C. Chandor'],"['Oscar Isaac', 'Elyes Gabel', 'Jessica Chastain', 'Lorna Pruce', 'Christopher Abbott', 'Matthew Maher', 'Albert Brooks', 'Jerry Adler', 'Quinn Meyers', 'Chester Jones III']",['J.C. Chandor'],"['J.C. Chandor', 'Neal Dodson', 'Anna Gerb']",2014,Action  Crime," R
",125.0,20000000.0,5749134.0,12007070.0,A Most Violent Year,-7992930.0,-63943.44,-0.3996465,2,Action,-0.5661703140452654
657,4065,"['Evan Goldberg', 'Seth Rogen']","['James Franco', 'Seth Rogen', 'Lizzy Caplan', 'Randall Park', 'Diana Bang', 'Timothy Simons', 'Reese Alexander', 'James Yi', 'Paul Bae', 'Geoff Gustafson']","['Dan Sterling', 'Seth Rogen', 'Evan Goldberg']","['Evan Goldberg', 'Seth Rogen', 'James Weaver']",2014,Action  Adventure," R
",112.0,44000000.0,6105175.0,11782625.0,The Interview,-32217375.0,-287655.1339285714,-0.7322130681818182,2,Action,-0.7138064488688503
658,4067,['Israel Horovitz'],"['Kevin Kline', 'Michel Burstin', 'Elie Wajeman', 'Maggie Smith', 'Raphaële Moutier', 'Sophie Touitou', 'Dominique Pinon', 'Kristin Scott Thomas', 'Christian Rauth', 'Delphine Lanson']",['Israel Horovitz'],"['David-Christophe Barrot', 'Nitsa Benchetrit', 'Gary Foster', 'Rachael Horovitz']",2014,Comedy  Drama," PG-13
",107.0,5000000.0,4013786.0,10606667.0,My Old Lady,5606667.0,52398.7570093458,1.1213334,2,Comedy,0.10903764449372255
659,4075,['Jason Bateman'],"['Jason Bateman', 'Kathryn Hahn', 'Rohan Chand', 'Philip Baker Hall', 'Allison Janney', 'Ben Falcone', 'Steve Witting', 'Beth Grant', 'Gwen Parden', 'Anjul Nigam']",['Andrew Dodge'],"['Jason Bateman', 'Jeff Culotta', 'Sean McKittrick', 'Mason Novick']",2014,Comedy  Drama," R
",89.0,10000000.0,7779614.0,7804337.0,Bad Words,-2195663.0,-24670.37078651685,-0.2195663,2,Comedy,-0.4862273876362494
660,4078,['Pascal Chaumeil'],"['Pierce Brosnan', 'Toni Collette', 'Imogen Poots', 'Aaron Paul', 'Zara White', 'Joe Cole', 'Evelyn Duah', 'Therese Bradley', 'Sam Neill', 'Priyanga Burford']","['Nick Hornby', 'Jack Thorne']","['Finola Dwyer', 'Amanda Posey']",2014,Comedy  Drama," R
",96.0,12000000.0,13347.0,7257942.0,A Long Way Down,-4742058.0,-49396.4375,-0.3951715,2,Comedy,-0.5641837292031765
661,4083,['Diego Luna'],"['Kerry Adra', 'Maynor Alvarado', 'Yancey Arias', 'Wes Bentley', 'Sara Banerjee', 'Liv Boughn', 'Darion Basco', 'Lisa Brenner', 'Duncan Bridgeman', 'Aldo Ceceña']","['Timothy J. Sexton', 'Keir Pearson']","['Pablo Cruz', 'Lianne Halfon', 'Diego Luna', 'Larry Meli']",2014,Biography  Drama," PG-13
",102.0,10000000.0,5571497.0,6972226.0,Cesar Chavez 2014 Re-release,-3027774.0,-29684.058823529413,-0.30277740000000003,2,Biography,-0.5231672557822936
662,4084,['Gareth Evans'],"['Iko Uwais', 'Arifin Putra', 'Tio Pakusadewo', 'Oka Antara', 'Alex Abbad', 'Cecep Arif Rahman', 'Julie Estelle', 'Very Tri Yulisman', 'Ryûhei Matsuda', ""Ken'ichi Endô""]",['Gareth Evans'],"['Nate Bolotin', 'Ario Sagantoro', 'Aram Tertzakian']",2014,Action  Crime," R
",150.0,4500000.0,2627209.0,6566916.0,The Raid 2,2066916.0,13779.44,0.4593146666666666,2,Action,-0.18485204954402687
663,4094,['Zach Braff'],"['Zach Braff', 'Pierce Gagnon', 'Kate Hudson', 'Joey King', 'Alexander Chaplin', 'Leslie David Baker', 'James Avery', 'Ato Essandoh', 'Jim Parsons', 'Mark Thudium']","['Adam J. Braff', 'Zach Braff']","['Adam J. Braff', 'Zach Braff', 'Michael Shamberg', 'Stacey Sher']",2014,Comedy  Drama," R
",106.0,6000000.0,3591299.0,5670776.0,Wish I Was Here,-329224.0,-3105.8867924528304,-0.054870666666666665,2,Comedy,-0.41311412534837444
